conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
2013836739157377248,Wed Jan 21 04:52:40 +0000 2026,0,@riezkaauliyanii Ditunggu ya Kak @riezkaauliyanii OTW ke DM Kakak ya boleh di cek berkala :) -Vioni,2013837125079441876,,riezkaauliyanii,in,,0,0,0,https://x.com/undefined/status/2013837125079441876,255409050,
2013611023488471130,Wed Jan 21 04:52:36 +0000 2026,0,@youella_tan Kak Ellin mohon maaf buat kendala sinyalnya boleh konfirmasi kembali melalui DM ya Kak agar segera dicek lebih lanjut dan sinyalnya jadi stabil kembali -Hanna,2013837107996041348,,youella_tan,in,,0,0,0,https://x.com/undefined/status/2013837107996041348,255409050,
2013796503559528877,Wed Jan 21 04:51:58 +0000 2026,0,@syzuhri @bdkkorpo Kak @syzuhri Maaf ya atas kendalanya. Dya bantu cek jaringannya ya. Infoin No HP Telkomsel yang dipakai Tanggal &amp; waktu kejadian Detail lokasi saat ini (kecamatan kelurahan) dan serta nomor Telkomsel lain yang berkendala sama ke Dm. Makasih. -Dya,2013836949325492704,,syzuhri,in,,0,0,0,https://x.com/undefined/status/2013836949325492704,255409050,
2013826118751789564,Wed Jan 21 04:51:31 +0000 2026,0,@biyarbiyur_ @biyarbiyur_ Maaf ya Kak Biyuu kalau dirasa ada kendala sama jaringannya Wendy bantu cek dulu yuk infoin nomor ihp dan tanggal kejadiannya di DM. Makasih -Wendy,2013836835366281708,,biyarbiyur_,in,,0,0,0,https://x.com/undefined/status/2013836835366281708,255409050,
2013836739157377248,Wed Jan 21 04:51:08 +0000 2026,0,@Telkomsel jawab dm saya,2013836739157377248,,Telkomsel,in,,0,1,0,https://x.com/undefined/status/2013836739157377248,493182952,
2013796503559528877,Wed Jan 21 04:50:04 +0000 2026,0,@bdkkorpo @Telkomsel Sama parah!,2013836469157417004,,bdkkorpo,in,,0,2,0,https://x.com/undefined/status/2013836469157417004,72561935,
2013787972101881936,Wed Jan 21 04:49:57 +0000 2026,0,@lyswft @Mytelkomsel Kak @lyswft Dya cek Dm-nya udah dibalas ya. Yuk cek cek Dm-nya -Dya,2013836439587627512,,lyswft,in,,0,0,0,https://x.com/undefined/status/2013836439587627512,255409050,
2009843325105480126,Wed Jan 21 04:49:35 +0000 2026,0,@miloechi Mohon maaf ya Kak @miloechi jika DM-nya berkendala saat ini konfirmasi kendalanya dapat dibantu lewat email cs@telkomsel.com ya Kak. -Yui,2013836347237072961,,miloechi,in,,0,0,0,https://x.com/undefined/status/2013836347237072961,255409050,
2013834547532833090,Wed Jan 21 04:47:51 +0000 2026,0,@ziiiecoustic Bisa ya kak@ziiiecoustic. Untuk pilihan paket bisa dicek melalui Aplikasi MyTelkomsel dan permintaan perubahan paket bisa dibantu melalui kami dengan menginfokan No Hp telkomsel atas nama dan tempat tanggal lahir ke Dm. Makasih. -Dya,2013835914641064419,,ziiiecoustic,in,,0,1,0,https://x.com/undefined/status/2013835914641064419,255409050,
2009843325105480126,Wed Jan 21 04:47:13 +0000 2026,0,@Telkomsel gak bisa DM kak ,2013835752589639918,,Telkomsel,in,,0,1,0,https://x.com/undefined/status/2013835752589639918,1826991105310965760,
2013588223046623476,Wed Jan 21 04:46:48 +0000 2026,0,@riaaslii Siap Kak untuk DM-nya sudah dibalas. Lanjut interaksinya di DM ya Kak -Hanna,2013835648340476286,,riaaslii,in,,0,0,0,https://x.com/undefined/status/2013835648340476286,255409050,
2009843325105480126,Wed Jan 21 04:46:32 +0000 2026,0,@miloechi @miloechi Hai Kak. Untuk detailnya biar dibantu rekan Zepi ya yuk colek rekan Zepi di DM biar dibantu lebih lanjut ya -Zepi,2013835580531155034,,miloechi,in,,0,1,0,https://x.com/undefined/status/2013835580531155034,255409050,
2013270600005861824,Wed Jan 21 04:46:05 +0000 2026,1,@yunus_agus18385 @SawyerMerritt @Starlink Starlink bisa memengaruhi Telkomsel dan Indosat dengan menambah persaingan di daerah terpencil Indonesia di mana konektivitas tradisional lemah. Namun kemitraan seperti dengan Telkomsat (bagian dari Telkom) membuatnya lebih pelengkap bukan disruptif. Dampak potensial: harga,2013835467481862365,,yunus_agus18385,in,,0,0,0,https://x.com/undefined/status/2013835467481862365,1720665183188922368,
2013102818391957647,Wed Jan 21 04:46:02 +0000 2026,0,@wetalkaboutme Oke Kak maaf ya. Boleh konfirmasi via DM agar segera dicek lebih lanjut terkait kendalanya ya -Hanna,2013835454617931894,,wetalkaboutme,in,,0,0,0,https://x.com/undefined/status/2013835454617931894,255409050,
2013270600005861824,Wed Jan 21 04:45:29 +0000 2026,0,@SawyerMerritt @Starlink @grok @Grok apakah pengaruh terhadap bisnis Telkomsel dan Indosat di Indonesia ?,2013835317195755883,,yunus_agus18385,in,,0,1,0,https://x.com/undefined/status/2013835317195755883,1755098064904478720,
2009843325105480126,Wed Jan 21 04:43:54 +0000 2026,0,@Telkomsel min ih kemarin aku isi kuota tp salah nomer nomernya gak aktif jg yang salah ga bisa dihubungi itu kira-kira bisa balik ga saldonya???,2013834917642142091,,Telkomsel,in,,0,1,0,https://x.com/undefined/status/2013834917642142091,1826991105310965760,
2013556217973743682,Wed Jan 21 04:43:13 +0000 2026,0,@prayogiee82 Mohon maaf Kak Eko apakah saat ini masih mendapatkan layanan SMS promo dan ingin diberhentikan? Boleh infoin nomor HP via DM ya biar Hanna cek lebih lanjut -Hanna,2013834746309251343,,prayogiee82,in,,0,0,0,https://x.com/undefined/status/2013834746309251343,255409050,
2013834547532833090,Wed Jan 21 04:42:26 +0000 2026,0,@Telkomsel min mau tanya. kalo ganti paket pascabayar kartu halo bisa?,2013834547532833090,,Telkomsel,in,,0,1,0,https://x.com/undefined/status/2013834547532833090,1931053418073952256,
2011801347075793037,Wed Jan 21 04:42:01 +0000 2026,0,@cici_pio Telkomsel-nya kenapa Kak David? Maaf ya boleh cerita detail-nya yuk biar Hanna bantu -Hanna,2013834445162246601,,cici_pio,in,,0,0,0,https://x.com/undefined/status/2013834445162246601,255409050,
2011816118558802194,Wed Jan 21 04:41:30 +0000 2026,0,@gogumapond Maaf buat ketidaknyamanannya Kak @gogumapond kalo sekarang koneksinya udah lancar lagi belum? Boleh infoin nomor HP via DM ya biar Hanna cek lebih lanjut -Hanna,2013834312890884497,,gogumapond,in,,0,0,0,https://x.com/undefined/status/2013834312890884497,255409050,
2013102818391957647,Wed Jan 21 04:40:20 +0000 2026,0,@wetalkaboutme Maaf Kak buat kendalanya sekarang koneksinya udah aman lagi belum? Ditunggu kabar baiknya ya -Hanna,2013834022409928995,,wetalkaboutme,in,,0,0,0,https://x.com/undefined/status/2013834022409928995,255409050,
2012841174495612944,Wed Jan 21 04:39:25 +0000 2026,0,@yourpeaces Siiiap Kak btw sekarang lagi aktifin paket yang mana nih? -Hanna,2013833789718569410,,yourpeaces,in,,0,0,0,https://x.com/undefined/status/2013833789718569410,255409050,
2012841174495612944,Wed Jan 21 04:38:50 +0000 2026,0,@wiyyiarr Yuhuuu mantap Kak btw udah langganan Telkomsel dari kapan nih? -Hanna,2013833643228311875,,wiyyiarr,in,,0,0,0,https://x.com/undefined/status/2013833643228311875,255409050,
2012841174495612944,Wed Jan 21 04:37:56 +0000 2026,0,@lumine_nyan Maaf Kak sebelumnya gunain Telkomsel? Kalo sekarang nomornya masih ada ga? Biar Hanna bantu rekomendasiin paket menariknya -Hanna,2013833416492609730,,lumine_nyan,in,,0,0,0,https://x.com/undefined/status/2013833416492609730,255409050,
2013831446205698364,Wed Jan 21 04:33:26 +0000 2026,0,@minisunbeam @minisunbeam Maaaf banget kalau sinyalnya lagi kurang stabil. Tapi tenang coba Kakak infoin nomor yang berkendala lokasi (Kel Kec Kab/Kota) tanggal waktu mulai kejadian dan nomor lain berkendala sama via DM ya biar bisa di bantu cek lebih lanjut dan privasi data terjaga.,2013832285792149713,,minisunbeam,in,,0,0,0,https://x.com/undefined/status/2013832285792149713,255409050,
2013831446205698364,Wed Jan 21 04:30:06 +0000 2026,0,sinyal km jelek banget sih manies astagfirullah @Telkomsel,2013831446205698364,,,in,,0,1,0,https://x.com/undefined/status/2013831446205698364,701351296234889220,
2013830463853355336,Wed Jan 21 04:26:12 +0000 2026,0,Telkomsel tuh kalo semakin jarang beli semakin murah semakin sering beli semakin mahal,2013830463853355336,,,in,,0,1,0,https://x.com/undefined/status/2013830463853355336,77895873,
2013829427705061444,Wed Jan 21 04:23:59 +0000 2026,0,@ilackyst Kak @ilackyst Dya cek belum ada Dm dari Kakak nih. Yuk DM kembali atau bisa menghubungi kami di channel lain yaitu Inbox https://t.co/uJg91LRNEk Instagram IndiHome dan email ke cs@telkomsel.com. Makasih. -Dya,2013829904857735470,,ilackyst,in,,0,0,0,https://x.com/undefined/status/2013829904857735470,1075673058931806208,
2013826118751789564,Wed Jan 21 04:19:59 +0000 2026,0,@biyarbiyur_ Kalo Kak Biyuu sukanya aktifin paket yang mana? Jangan lupa cek menu Beli Paket di aplikasi MyTelkomsel ya~ Banyak promo spesial nungguin Kakak -Hanna,2013828898853904538,,biyarbiyur_,in,,0,1,0,https://x.com/undefined/status/2013828898853904538,255409050,
2013820392276644128,Wed Jan 21 04:18:10 +0000 2026,0,@serafvim Biasanya aktifin paket yang mana Kak @serafvim? Jangan lupa cek menu Beli Paket di aplikasi MyTelkomsel ya~ Banyak promo spesial nungguin Kakak -Hanna,2013828441477640675,,serafvim,in,,0,0,0,https://x.com/undefined/status/2013828441477640675,255409050,
2013818021266051518,Wed Jan 21 04:17:32 +0000 2026,0,@haxxxxxxxxi Mohon maaf Kak terkait langganan konten yang aktif dinomornya dan ingin diberhentikan boleh konfirmasi via DM ya infoin nomor HP yang digunakan agar segera dicek lebih lanjut -Hanna,2013828285206053045,,haxxxxxxxxi,in,,0,0,0,https://x.com/undefined/status/2013828285206053045,255409050,
2013827140626850074,Wed Jan 21 04:15:29 +0000 2026,0,@prulin3 Halo Kak @prulin3 Mohon maaf ya kalau jadi terhambat pembeliannya. Coba Yui cek dulu status nomornya Yuk infoin nomor HP-nya Kak via DM agar privasi data tetap terjaga. -Yui,2013827766282788913,,prulin3,in,,0,0,0,https://x.com/undefined/status/2013827766282788913,255409050,
2013827024922759460,Wed Jan 21 04:12:32 +0000 2026,0,ready pulsa tf dan reg XL Axis Indosat isat Telkomsel tsel three tri 3 sf smartfren. harga murah #zonauang,2013827024922759460,,,in,,0,0,0,https://x.com/undefined/status/2013827024922759460,1393079331878887425,
2013826842059493776,Wed Jan 21 04:11:48 +0000 2026,0,Tsel 0.80-0.82 Indosat 0.83-0.84 Three 0.81-0.82 Axis XL 0.84-0.85 tag. open convert cv tukar ubah pulsa telkomsel as loop simpati three 3 indosat im3 ke saldo #zonauang,2013826842059493776,,,in,,0,0,0,https://x.com/undefined/status/2013826842059493776,1393079331878887425,
2013805169067335983,Wed Jan 21 04:09:51 +0000 2026,0,@deseongwu Kak @deseongwu Jika sudah Dm namun berkendala bisa menghubungi kami di channel lain yaitu email ke cs@telkomsel.com. Makasih. -Dya,2013826350310924637,,deseongwu,in,,0,0,0,https://x.com/undefined/status/2013826350310924637,255409050,
2013805169067335983,Wed Jan 21 04:07:21 +0000 2026,0,@Telkomsel hadeuh si veronika muter muter suruh ngulang mulu,2013825719143727259,,Telkomsel,in,,0,1,0,https://x.com/undefined/status/2013825719143727259,317076343,
2013805169067335983,Wed Jan 21 04:06:08 +0000 2026,0,@deseongwu @deseongwu Maaf Kak Des jadi gak nyaman Kalo Kakak berkendala DM bisa coba inbox https://t.co/6WZ1WdNSQf yaaa. Thanks-Zepi,2013825416059085272,,deseongwu,in,,0,1,0,https://x.com/undefined/status/2013825416059085272,255409050,
2013824455194341726,Wed Jan 21 04:05:47 +0000 2026,0,@goensant @AlloBankID Huu Maafin ya Kak @goensant. Biar gak terima SMS iklan/Spam lagi bisa kirim SMS ke 8000 ketik STOP (spasi) nama merchant. Kalau udah coba tapi masih terima Yui bantu penanganan lebih lanjut yaa. Infoin nomor Telkomsel sama Capture SMS promo/iklan yang diterimanya lewat DM.,2013825326590369877,,goensant,in,,0,0,0,https://x.com/undefined/status/2013825326590369877,255409050,
2013820320223023482,Wed Jan 21 04:05:45 +0000 2026,0,@trixtella100 Mohon ditunggu ya Kak @trixtella100 DMnya Wendy bantu follow up dulu untuk dibantu cek kembali. Makasih -Wendy,2013825319367750064,,trixtella100,in,,0,0,0,https://x.com/undefined/status/2013825319367750064,255409050,
2013820320223023482,Wed Jan 21 04:03:41 +0000 2026,0,@Telkomsel udh dikirim via dm tapi no resp,2013824797722210709,,Telkomsel,in,,0,1,0,https://x.com/undefined/status/2013824797722210709,1138073712110891009,
2013805169067335983,Wed Jan 21 04:03:22 +0000 2026,0,@Telkomsel kak ini dm error aku udah coba chat diatas muter muter mulu hadeuh,2013824717392880110,,Telkomsel,in,,0,1,0,https://x.com/undefined/status/2013824717392880110,317076343,
2013824455194341726,Wed Jan 21 04:02:19 +0000 2026,0,Dari semua SMS Spam @Telkomsel yg paling dominan adl spam @AlloBankID,2013824455194341726,,,in,,0,1,0,https://x.com/undefined/status/2013824455194341726,2797425272,
2013823266683588885,Wed Jan 21 04:00:28 +0000 2026,0,@Ferry03219712 Hallo Kak Ferry. Mengenai reaktivasi nomor yuk infoin No. HP yg ingin direaktivasi melalui DM agar rekan Via bantu cek &amp; privasi data terjaga :) -Via,2013823986350895595,,Ferry03219712,in,,0,0,0,https://x.com/undefined/status/2013823986350895595,255409050,
2013284085758570894,Wed Jan 21 03:59:44 +0000 2026,0,@backsobekashy @tanyakanrl gatau deh dia tau nomornya darimana soalnya udah ada kejadian begitu 3x di nomor telkomsel nomor yg itu sering bgt di chat pinjol makanya nomor itu gapernah dipake lagi bahkan udah ku hapus wassap nya,2013823804628488698,,backsobekashy,in,,0,1,0,https://x.com/undefined/status/2013823804628488698,3041083832,
2011641969861410898,Wed Jan 21 03:58:13 +0000 2026,0,@akarsatukuadrat @aimannur112 @direktoridosen @Telkomsel @dariguruhonorer Bener iki koncoku guru p3k paruh waktu dibayar pemprov 900ewu. Jarene seh teko sekolahe ditambahi 50ewu/jam ngajar,2013823422137069711,,akarsatukuadrat,in,,0,0,0,https://x.com/undefined/status/2013823422137069711,2617435916,
2011237240853446761,Wed Jan 21 03:53:17 +0000 2026,0,@Adhika29885743 @AlterG55571607 @Adhika29885743 Sip Kak Adhika udah Wendy bantu sapa di DM ya. Yuk ke DM lagi -Wendy,2013822182154215859,,Adhika29885743,in,,0,0,0,https://x.com/undefined/status/2013822182154215859,255409050,
2013820828182552583,Wed Jan 21 03:51:13 +0000 2026,0,@SerambiSerenity Maaf ya Kak @SerambiSerenity untuk spam panggilan Kakak bisa melakukan pemblokiran nomor yang tidak dikenal dengan cara memilih blokir nomor tidak dikenal di pengaturan HP yang digunakan. Jadi nanti Kakak hanya bisa terima call dari nomor yang ada di contact Kakak saja.,2013821659288084959,,SerambiSerenity,in,,0,0,0,https://x.com/undefined/status/2013821659288084959,255409050,
2011237240853446761,Wed Jan 21 03:50:11 +0000 2026,0,@Telkomsel @AlterG55571607 Ga bisa DM ka harus dari Telkomsel dulu yg DM,2013821401476575636,,Telkomsel,in,,0,1,0,https://x.com/undefined/status/2013821401476575636,1005301146657804288,
2013820320223023482,Wed Jan 21 03:48:29 +0000 2026,0,@trixtella100 @trixtella100 Zepi paham banget Kak pastinya jadi gak nyaman Maaf yaa. Berkenan melanjutkan kembali interaksinya di DM ya Kak untuk pengecekan dan penanganan lebih lanjutnya. Makasih -Zepi,2013820971250262069,,trixtella100,in,,0,1,0,https://x.com/undefined/status/2013820971250262069,255409050,
2013820828182552583,Wed Jan 21 03:47:55 +0000 2026,0,Demi Allah @Telkomsel aku di telponin pinjol mulu ditawarin pinjol anjir apaan lah,2013820828182552583,,,in,,0,1,0,https://x.com/undefined/status/2013820828182552583,1596800933715144705,
2013820392276644128,Wed Jan 21 03:46:11 +0000 2026,0,kuota telkomsel mahal banget sih ,2013820392276644128,,,in,,0,1,0,https://x.com/undefined/status/2013820392276644128,577258043,
2013820320223023482,Wed Jan 21 03:45:53 +0000 2026,0,@Telkomsel gaje isi paket di mytelkomsel ke nomor saya malah dan udh di klik untuk nomor pribadi saya malah keisi ke nomor yg lain dan terjadi 2 kali katanya kesalahan saya sudah jelas sistem di mytsel yang ngelag dan bermasalah https://t.co/OKzbyEOIVE,2013820320223023482,https://pbs.twimg.com/media/G_KG54GaoAMxI_A.jpg,Telkomsel,in,,0,1,0,https://x.com/undefined/status/2013820320223023482,1138073712110891009,
2013819754083955027,Wed Jan 21 03:43:38 +0000 2026,0,min jangan cuma mau uangnya aja min tolong respond secepatnya atau saya ganti ke competitor segera!! @IndiHome @MyIndiHome #indihome #telkomsel https://t.co/GtZka6gcN7,2013819754083955027,https://pbs.twimg.com/media/G_KGYflbMAAtgr2.jpg,,in,,0,1,0,https://x.com/undefined/status/2013819754083955027,1736323543493914624,
2013819310506930402,Wed Jan 21 03:41:53 +0000 2026,1,WTS Voucher Telkomsel 12GB 30hr 37k https://t.co/3NMlHROAda,2013819310506930402,https://pbs.twimg.com/media/G_KF_XmbEAAgowZ.jpg,,in,,1,0,0,https://x.com/undefined/status/2013819310506930402,1835938760380600320,
2013815256858968085,Wed Jan 21 03:35:50 +0000 2026,0,@acellays Biasanya aktifin paket yang mana Kak @acellays? Jangan lupa cek menu Beli Paket di aplikasi MyTelkomsel ya~ Banyak promo spesial nungguin Kakak -Hanna,2013817789732340194,,acellays,in,,0,0,0,https://x.com/undefined/status/2013817789732340194,255409050,
2013815560287723705,Wed Jan 21 03:36:22 +0000 2026,0,@limaekor Lagi ingin aktifin paket yang mana Kak @limaekor? Coba intip menu Beli Paket di MyTelkomsel banyak pilihan menarik loh -Hanna,2013817925333905620,,limaekor,in,,0,0,0,https://x.com/undefined/status/2013817925333905620,255409050,
2013818021266051518,Wed Jan 21 03:36:45 +0000 2026,0,Ga jelas bgt mmg telkomsel jancuk Masa iya emak gw ngeklik reg sebanyak ini https://t.co/DQmrDdqk8e,2013818021266051518,https://pbs.twimg.com/media/G_KE0IvaoAELY7I.jpg,,in,,0,1,0,https://x.com/undefined/status/2013818021266051518,1320742695355076608,
2013814353846251735,Wed Jan 21 03:35:27 +0000 2026,0,@definetlynotal Kak maaf buat ketidaksesuaian penggunaan kuota dinomornya. Boleh infokan dulu nomor HP yang digunakan via DM ya agar segera dicek lebih lanjut -Hanna,2013817694626181531,,definetlynotal,in,,0,0,0,https://x.com/undefined/status/2013817694626181531,255409050,
2013776174472929648,Wed Jan 21 03:30:55 +0000 2026,0,@guestella_ Maafin ya Kak @guestella_ Untuk kendala pulsa tiba-tiba berkurangnya apakah Kakak sudah cek penggunaan pulsa terakhir via *888*77#? Pastikan udah aktifin fitur Jaga Pulsa di aplikasi MyTelkomsel ya. Bisa infoin nomor HP dan tanggal kejadiannya ke DM yaa biar dicek :) -Vioni,2013816550160244773,,guestella_,in,,0,0,0,https://x.com/undefined/status/2013816550160244773,255409050,
2013803638683041935,Wed Jan 21 03:28:12 +0000 2026,0,@nurfuad85 Yuhuu mayan banget kan Kak btw lagi aktifin paketnya yg mana nih? -Hanna,2013815870150320262,,nurfuad85,in,,0,0,0,https://x.com/undefined/status/2013815870150320262,255409050,
2013776174472929648,Wed Jan 21 03:28:04 +0000 2026,0,@Telkomsel Gaada ini bukan hanya satu dua kali aja ya min tapi udh sering bgt pulsa aku kesedot entah itu buat apa makanya males bgt isi pulsa.,2013815833089409465,,Telkomsel,in,,0,1,0,https://x.com/undefined/status/2013815833089409465,2941519508,
2013569292608942570,Wed Jan 21 03:27:30 +0000 2026,0,@BasiSusu97557 Kak @BasiSusu97557 mohon maaf kalo saat ini sinyal Telkomsel-nya aman ga? Kalo lagi ada kendala jangan sungkan konfirmasi via DM ya infoin nomor HP-nya -Hanna,2013815692949336425,,BasiSusu97557,in,,0,0,0,https://x.com/undefined/status/2013815692949336425,255409050,
2013815560287723705,Wed Jan 21 03:26:59 +0000 2026,0,TELKOMSEL MAHAL BANGET NAJIS MAKIN SERING DIBELI MALAH GAADA DISKON SAMA SEKALI,2013815560287723705,,,in,,0,1,0,https://x.com/undefined/status/2013815560287723705,1949101929977839617,
2013800548135293232,Wed Jan 21 03:26:30 +0000 2026,0,@uarmyseok_ Hai Kak jangan sedih yaa. Kalo sekarang Kakak lagi gunain Telkomsel Halo atau prabayar nih? Kakak juga bisa beli paket Disney+ Hotstar di aplikasi MyTelkomsel ya atau bisa dapetin free dari benefit langganan paket Halo+ Bold yang dipilih sesuai paket yg aktif -Hanna,2013815438422249621,,uarmyseok_,in,,0,0,0,https://x.com/undefined/status/2013815438422249621,255409050,
2013815256858968085,Wed Jan 21 03:25:46 +0000 2026,0,enih telkomsel kok makin mahal anjj,2013815256858968085,,,in,,0,1,0,https://x.com/undefined/status/2013815256858968085,1829123502093545476,
2013815016949252165,Wed Jan 21 03:24:49 +0000 2026,0,open gestun spaylater kredivo akulaku gopaylater cc jenius lazada yup tiktok tokped bri ceria paylater via qr co tagihan link token cv pulsa ke bank rekening ewallet ( telkomsel tri ) convert ewallet prem dan non premium kuota tsel testi 65k++ #zonauang,2013815016949252165,,,in,,0,0,0,https://x.com/undefined/status/2013815016949252165,1879950278394540033,
2013814353846251735,Wed Jan 21 03:22:11 +0000 2026,0,want to ask ini udah ke-3 kalinya kouta internet utama Telkomsel kekuras waktu nonton YouTube padahal gw sengaja beli yang ada paket YouTubenya biar bisa nonton Tapi kenyataannya kouta YouTube ga tersentuh sama sekali. gw juga udah turutin semua kata CS nya- https://t.co/rxsQRBYND1,2013814353846251735,https://pbs.twimg.com/media/G_KBeYeaoAImNU3.jpg,,in,,0,2,0,https://x.com/undefined/status/2013814353846251735,1678171125464051712,
2013552081236566202,Wed Jan 21 03:21:04 +0000 2026,0,@Nin33Na Kak @Nin33Na Dmnya akan segera dibalas ya. Mohon ditunggu. Makasih. -Dya,2013814073524396440,,Nin33Na,in,,0,0,0,https://x.com/undefined/status/2013814073524396440,255409050,
2013552081236566202,Wed Jan 21 03:18:39 +0000 2026,0,@Telkomsel Cek DM min....,2013813463810744468,,Telkomsel,in,,0,1,0,https://x.com/undefined/status/2013813463810744468,1331240683231801345,
2013812129833287822,Wed Jan 21 03:15:52 +0000 2026,0,@Chochosuuu Hallo Kak @Chochosuuu . Maaf jadi nggak nyaman :(. Mengenai kendala nggak ada sinyal yuk infoin No. HP lokasi (Kel. Kec. Kab./Kota) tanggal mulai kejadian &amp; No. Telkomsel lain berkendala sama melalui DM agar rekan Via bantu cek &amp; privasi data terjaga :) -Via,2013812765576831479,,Chochosuuu,in,,0,0,0,https://x.com/undefined/status/2013812765576831479,255409050,
